"Statistic Label","CensusYear","General Health","Sex","County and City","Age Group","UNIT","VALUE"
"Population","2022","General health - Fair","Both sexes","Cork City and Cork County","60 - 64 years","Number","4475"
"Population","2022","General health - Fair","Both sexes","Cork City and Cork County","65 - 69 years","Number","4363"
"Population","2022","General health - Fair","Both sexes","Cork City and Cork County","70 - 74 years","Number","4085"
"Population","2022","General health - Fair","Both sexes","Cork City and Cork County","75 - 79 years","Number","3846"
"Population","2022","General health - Fair","Both sexes","Cork City and Cork County","80 - 84 years","Number","3014"
"Population","2022","General health - Fair","Both sexes","Cork City and Cork County","85 years and over","Number","3501"
"Population","2022","General health - Fair","Both sexes","Clare","All ages","Number","11563"
"Population","2022","General health - Fair","Both sexes","Clare","0 - 4 years","Number","42"
"Population","2022","General health - Fair","Both sexes","Clare","5 - 9 years","Number","95"
"Population","2022","General health - Fair","Both sexes","Clare","10 - 14 years","Number","138"
"Population","2022","General health - Fair","Both sexes","Clare","15 - 19 years","Number","234"
"Population","2022","General health - Fair","Both sexes","Clare","20 - 24 years","Number","295"
"Population","2022","General health - Fair","Both sexes","Clare","25 - 29 years","Number","276"
"Population","2022","General health - Fair","Both sexes","Clare","30 - 34 years","Number","356"
"Population","2022","General health - Fair","Both sexes","Clare","35 - 39 years","Number","521"
"Population","2022","General health - Fair","Both sexes","Clare","40 - 44 years","Number","682"
"Population","2022","General health - Fair","Both sexes","Clare","45 - 49 years","Number","806"
"Population","2022","General health - Fair","Both sexes","Clare","50 - 54 years","Number","967"
"Population","2022","General health - Fair","Both sexes","Clare","55 - 59 years","Number","1044"
"Population","2022","General health - Fair","Both sexes","Clare","60 - 64 years","Number","1074"
"Population","2022","General health - Fair","Both sexes","Clare","65 - 69 years","Number","1081"
"Population","2022","General health - Fair","Both sexes","Clare","70 - 74 years","Number","1184"
"Population","2022","General health - Fair","Both sexes","Clare","75 - 79 years","Number","1078"
"Population","2022","General health - Fair","Both sexes","Clare","80 - 84 years","Number","807"
"Population","2022","General health - Fair","Both sexes","Clare","85 years and over","Number","883"
"Population","2022","General health - Fair","Both sexes","Cavan","All ages","Number","7263"
"Population","2022","General health - Fair","Both sexes","Cavan","0 - 4 years","Number","51"
"Population","2022","General health - Fair","Both sexes","Cavan","5 - 9 years","Number","84"
"Population","2022","General health - Fair","Both sexes","Cavan","10 - 14 years","Number","89"
"Population","2022","General health - Fair","Both sexes","Cavan","15 - 19 years","Number","125"
"Population","2022","General health - Fair","Both sexes","Cavan","20 - 24 years","Number","155"
"Population","2022","General health - Fair","Both sexes","Cavan","25 - 29 years","Number","182"
"Population","2022","General health - Fair","Both sexes","Cavan","30 - 34 years","Number","263"
"Population","2022","General health - Fair","Both sexes","Cavan","35 - 39 years","Number","348"
"Population","2022","General health - Fair","Both sexes","Cavan","40 - 44 years","Number","477"
"Population","2022","General health - Fair","Both sexes","Cavan","45 - 49 years","Number","509"
"Population","2022","General health - Fair","Both sexes","Cavan","50 - 54 years","Number","629"
"Population","2022","General health - Fair","Both sexes","Cavan","55 - 59 years","Number","725"
"Population","2022","General health - Fair","Both sexes","Cavan","60 - 64 years","Number","720"
"Population","2022","General health - Fair","Both sexes","Cavan","65 - 69 years","Number","692"
"Population","2022","General health - Fair","Both sexes","Cavan","70 - 74 years","Number","663"
"Population","2022","General health - Fair","Both sexes","Cavan","75 - 79 years","Number","589"
"Population","2022","General health - Fair","Both sexes","Cavan","80 - 84 years","Number","447"
"Population","2022","General health - Fair","Both sexes","Cavan","85 years and over","Number","515"
"Population","2022","General health - Fair","Both sexes","Carlow","All ages","Number","6107"
"Population","2022","General health - Fair","Both sexes","Carlow","0 - 4 years","Number","39"
"Population","2022","General health - Fair","Both sexes","Carlow","5 - 9 years","Number","51"
"Population","2022","General health - Fair","Both sexes","Carlow","10 - 14 years","Number","67"
"Population","2022","General health - Fair","Both sexes","Carlow","15 - 19 years","Number","141"
"Population","2022","General health - Fair","Both sexes","Carlow","20 - 24 years","Number","197"
"Population","2022","General health - Fair","Both sexes","Carlow","25 - 29 years","Number","172"
"Population","2022","General health - Fair","Both sexes","Carlow","30 - 34 years","Number","209"
"Population","2022","General health - Fair","Both sexes","Carlow","35 - 39 years","Number","327"
"Population","2022","General health - Fair","Both sexes","Carlow","40 - 44 years","Number","407"
"Population","2022","General health - Fair","Both sexes","Carlow","45 - 49 years","Number","486"
"Population","2022","General health - Fair","Both sexes","Carlow","50 - 54 years","Number","511"
"Population","2022","General health - Fair","Both sexes","Carlow","55 - 59 years","Number","594"
"Population","2022","General health - Fair","Both sexes","Carlow","60 - 64 years","Number","623"
"Population","2022","General health - Fair","Both sexes","Carlow","65 - 69 years","Number","583"
"Population","2022","General health - Fair","Both sexes","Carlow","70 - 74 years","Number","518"
"Population","2022","General health - Fair","Both sexes","Carlow","75 - 79 years","Number","507"
"Population","2022","General health - Fair","Both sexes","Carlow","80 - 84 years","Number","346"
"Population","2022","General health - Fair","Both sexes","Carlow","85 years and over","Number","329"
"Population","2022","General health - Fair","Both sexes","Dublin City","All ages","Number","50938"
"Population","2022","General health - Fair","Both sexes","Dublin City","0 - 4 years","Number","271"
"Population","2022","General health - Fair","Both sexes","Dublin City","5 - 9 years","Number","369"
"Population","2022","General health - Fair","Both sexes","Dublin City","10 - 14 years","Number","455"
"Population","2022","General health - Fair","Both sexes","Dublin City","15 - 19 years","Number","841"
"Population","2022","General health - Fair","Both sexes","Dublin City","20 - 24 years","Number","1953"
"Population","2022","General health - Fair","Both sexes","Dublin City","25 - 29 years","Number","2311"
"Population","2022","General health - Fair","Both sexes","Dublin City","30 - 34 years","Number","2506"
"Population","2022","General health - Fair","Both sexes","Dublin City","35 - 39 years","Number","2935"
"Population","2022","General health - Fair","Both sexes","Dublin City","40 - 44 years","Number","3320"
"Population","2022","General health - Fair","Both sexes","Dublin City","45 - 49 years","Number","3600"
"Population","2022","General health - Fair","Both sexes","Dublin City","50 - 54 years","Number","4090"
"Population","2022","General health - Fair","Both sexes","Dublin City","55 - 59 years","Number","4273"
"Population","2022","General health - Fair","Both sexes","Dublin City","60 - 64 years","Number","4542"
